User_ID,Name,Age,Device,Duration,Content_ID,Content_Type,Category,Type,Sentiment,Score,date,time
11f207c2-0113-47e5-aa9a-df2c7b91ac75,Johnnie Root,2,Google,17,f98dde71-ce1d-4f6c-bb05-ae05779d2207,GIF,soccer,peeking,neutral,35.0,2021-05-30,09:31:00
11f207c2-0113-47e5-aa9a-df2c7b91ac75,Johnnie Root,2,Google,17,f98dde71-ce1d-4f6c-bb05-ae05779d2207,GIF,soccer,peeking,neutral,35.0,2021-05-24,22:19:00
11f207c2-0113-47e5-aa9a-df2c7b91ac75,Johnnie Root,2,Google,17,f98dde71-ce1d-4f6c-bb05-ae05779d2207,GIF,soccer,peeking,neutral,35.0,2021-01-30,14:21:00
11f207c2-0113-47e5-aa9a-df2c7b91ac75,Johnnie Root,2,Google,17,f98dde71-ce1d-4f6c-bb05-ae05779d2207,GIF,soccer,peeking,neutral,35.0,2020-07-23,02:21:00
11f207c2-0113-47e5-aa9a-df2c7b91ac75,Johnnie Root,2,Google,17,f98dde71-ce1d-4f6c-bb05-ae05779d2207,GIF,soccer,cherish,positive,70.0,2020-12-06,14:59:00
11f207c2-0113-47e5-aa9a-df2c7b91ac75,Johnnie Root,2,Google,17,f98dde71-ce1d-4f6c-bb05-ae05779d2207,GIF,soccer,cherish,positive,70.0,2021-06-13,03:27:00
11f207c2-0113-47e5-aa9a-df2c7b91ac75,Johnnie Root,2,Google,17,f98dde71-ce1d-4f6c-bb05-ae05779d2207,GIF,soccer,hate,negative,5.0,2021-04-14,13:48:00
11f207c2-0113-47e5-aa9a-df2c7b91ac75,Johnnie Root,2,Google,17,f98dde71-ce1d-4f6c-bb05-ae05779d2207,GIF,soccer,love,positive,65.0,2020-10-26,12:50:00
11f207c2-0113-47e5-aa9a-df2c7b91ac75,Johnnie Root,2,Google,17,f98dde71-ce1d-4f6c-bb05-ae05779d2207,GIF,soccer,indifferent,neutral,20.0,2020-08-24,09:55:00
11f207c2-0113-47e5-aa9a-df2c7b91ac75,Johnnie Root,2,Google,17,f98dde71-ce1d-4f6c-bb05-ae05779d2207,GIF,soccer,indifferent,neutral,20.0,2021-04-13,13:42:00
11f207c2-0113-47e5-aa9a-df2c7b91ac75,Johnnie Root,2,Google,17,f98dde71-ce1d-4f6c-bb05-ae05779d2207,GIF,soccer,indifferent,neutral,20.0,2021-03-13,16:37:00
11f207c2-0113-47e5-aa9a-df2c7b91ac75,Johnnie Root,2,Google,17,f98dde71-ce1d-4f6c-bb05-ae05779d2207,GIF,soccer,indifferent,neutral,20.0,2021-06-03,19:13:00
11f207c2-0113-47e5-aa9a-df2c7b91ac75,Johnnie Root,2,Google,17,f98dde71-ce1d-4f6c-bb05-ae05779d2207,GIF,soccer,indifferent,neutral,20.0,2020-09-08,07:08:00
11f207c2-0113-47e5-aa9a-df2c7b91ac75,Johnnie Root,2,Google,17,f98dde71-ce1d-4f6c-bb05-ae05779d2207,GIF,soccer,super love,positive,75.0,2020-08-02,18:35:00
11f207c2-0113-47e5-aa9a-df2c7b91ac75,Johnnie Root,2,Google,17,f98dde71-ce1d-4f6c-bb05-ae05779d2207,GIF,soccer,super love,positive,75.0,2021-04-25,09:44:00
11f207c2-0113-47e5-aa9a-df2c7b91ac75,Johnnie Root,2,Google,17,f98dde71-ce1d-4f6c-bb05-ae05779d2207,GIF,soccer,intrigued,positive,45.0,2021-01-23,02:20:00
11f207c2-0113-47e5-aa9a-df2c7b91ac75,Johnnie Root,2,Google,17,f98dde71-ce1d-4f6c-bb05-ae05779d2207,GIF,soccer,intrigued,positive,45.0,2020-07-14,08:11:00
11f207c2-0113-47e5-aa9a-df2c7b91ac75,Johnnie Root,2,Google,17,f98dde71-ce1d-4f6c-bb05-ae05779d2207,GIF,soccer,like,positive,50.0,2020-10-07,09:31:00
11f207c2-0113-47e5-aa9a-df2c7b91ac75,Johnnie Root,2,Google,17,f98dde71-ce1d-4f6c-bb05-ae05779d2207,GIF,soccer,like,positive,50.0,2021-03-11,14:45:00
11f207c2-0113-47e5-aa9a-df2c7b91ac75,Johnnie Root,2,Google,17,f98dde71-ce1d-4f6c-bb05-ae05779d2207,GIF,soccer,heart,positive,60.0,2021-04-23,22:20:00
11f207c2-0113-47e5-aa9a-df2c7b91ac75,Johnnie Root,2,Google,17,f98dde71-ce1d-4f6c-bb05-ae05779d2207,GIF,soccer,adore,positive,72.0,2020-09-07,11:48:00
11f207c2-0113-47e5-aa9a-df2c7b91ac75,Johnnie Root,2,Google,17,f98dde71-ce1d-4f6c-bb05-ae05779d2207,GIF,soccer,adore,positive,72.0,2020-11-18,08:02:00
11f207c2-0113-47e5-aa9a-df2c7b91ac75,Johnnie Root,2,Google,17,f98dde71-ce1d-4f6c-bb05-ae05779d2207,GIF,soccer,adore,positive,72.0,2021-05-25,14:14:00
11f207c2-0113-47e5-aa9a-df2c7b91ac75,Johnnie Root,2,Google,17,09bb0893-a05b-49bc-95ec-1e158577bf13,photo,healthy eating,interested,positive,30.0,2020-07-30,07:50:00
11f207c2-0113-47e5-aa9a-df2c7b91ac75,Johnnie Root,2,Google,17,09bb0893-a05b-49bc-95ec-1e158577bf13,photo,healthy eating,interested,positive,30.0,2020-06-24,15:03:00
11f207c2-0113-47e5-aa9a-df2c7b91ac75,Johnnie Root,2,Google,17,09bb0893-a05b-49bc-95ec-1e158577bf13,photo,healthy eating,interested,positive,30.0,2020-12-03,06:02:00
11f207c2-0113-47e5-aa9a-df2c7b91ac75,Johnnie Root,2,Google,17,09bb0893-a05b-49bc-95ec-1e158577bf13,photo,healthy eating,cherish,positive,70.0,2020-10-09,22:18:00
11f207c2-0113-47e5-aa9a-df2c7b91ac75,Johnnie Root,2,Google,17,09bb0893-a05b-49bc-95ec-1e158577bf13,photo,healthy eating,cherish,positive,70.0,2021-06-17,05:04:00
11f207c2-0113-47e5-aa9a-df2c7b91ac75,Johnnie Root,2,Google,17,09bb0893-a05b-49bc-95ec-1e158577bf13,photo,healthy eating,cherish,positive,70.0,2020-07-09,07:12:00
11f207c2-0113-47e5-aa9a-df2c7b91ac75,Johnnie Root,2,Google,17,09bb0893-a05b-49bc-95ec-1e158577bf13,photo,healthy eating,hate,negative,5.0,2021-01-26,13:03:00
11f207c2-0113-47e5-aa9a-df2c7b91ac75,Johnnie Root,2,Google,17,09bb0893-a05b-49bc-95ec-1e158577bf13,photo,healthy eating,hate,negative,5.0,2021-03-12,13:46:00
11f207c2-0113-47e5-aa9a-df2c7b91ac75,Johnnie Root,2,Google,17,09bb0893-a05b-49bc-95ec-1e158577bf13,photo,healthy eating,hate,negative,5.0,2021-01-27,06:34:00
11f207c2-0113-47e5-aa9a-df2c7b91ac75,Johnnie Root,2,Google,17,09bb0893-a05b-49bc-95ec-1e158577bf13,photo,healthy eating,love,positive,65.0,2021-03-02,08:14:00
11f207c2-0113-47e5-aa9a-df2c7b91ac75,Johnnie Root,2,Google,17,09bb0893-a05b-49bc-95ec-1e158577bf13,photo,healthy eating,love,positive,65.0,2020-07-27,19:26:00
11f207c2-0113-47e5-aa9a-df2c7b91ac75,Johnnie Root,2,Google,17,09bb0893-a05b-49bc-95ec-1e158577bf13,photo,healthy eating,love,positive,65.0,2021-01-18,06:16:00
11f207c2-0113-47e5-aa9a-df2c7b91ac75,Johnnie Root,2,Google,17,09bb0893-a05b-49bc-95ec-1e158577bf13,photo,healthy eating,indifferent,neutral,20.0,2020-09-20,09:25:00
11f207c2-0113-47e5-aa9a-df2c7b91ac75,Johnnie Root,2,Google,17,09bb0893-a05b-49bc-95ec-1e158577bf13,photo,healthy eating,indifferent,neutral,20.0,2020-10-21,04:00:00
11f207c2-0113-47e5-aa9a-df2c7b91ac75,Johnnie Root,2,Google,17,09bb0893-a05b-49bc-95ec-1e158577bf13,photo,healthy eating,super love,positive,75.0,2021-02-13,03:51:00
11f207c2-0113-47e5-aa9a-df2c7b91ac75,Johnnie Root,2,Google,17,09bb0893-a05b-49bc-95ec-1e158577bf13,photo,healthy eating,super love,positive,75.0,2021-03-07,09:05:00
11f207c2-0113-47e5-aa9a-df2c7b91ac75,Johnnie Root,2,Google,17,09bb0893-a05b-49bc-95ec-1e158577bf13,photo,healthy eating,intrigued,positive,45.0,2021-06-11,16:52:00
11f207c2-0113-47e5-aa9a-df2c7b91ac75,Johnnie Root,2,Google,17,09bb0893-a05b-49bc-95ec-1e158577bf13,photo,healthy eating,worried,negative,12.0,2020-12-26,12:51:00
11f207c2-0113-47e5-aa9a-df2c7b91ac75,Johnnie Root,2,Google,17,09bb0893-a05b-49bc-95ec-1e158577bf13,photo,healthy eating,like,positive,50.0,2020-08-07,06:44:00
11f207c2-0113-47e5-aa9a-df2c7b91ac75,Johnnie Root,2,Google,17,09bb0893-a05b-49bc-95ec-1e158577bf13,photo,healthy eating,heart,positive,60.0,2020-12-22,13:14:00
11f207c2-0113-47e5-aa9a-df2c7b91ac75,Johnnie Root,2,Google,17,09bb0893-a05b-49bc-95ec-1e158577bf13,photo,healthy eating,heart,positive,60.0,2020-10-30,21:25:00
11f207c2-0113-47e5-aa9a-df2c7b91ac75,Johnnie Root,2,Google,17,09bb0893-a05b-49bc-95ec-1e158577bf13,photo,healthy eating,want,positive,70.0,2020-10-30,15:07:00
11f207c2-0113-47e5-aa9a-df2c7b91ac75,Johnnie Root,2,Google,17,09bb0893-a05b-49bc-95ec-1e158577bf13,photo,healthy eating,want,positive,70.0,2020-10-07,03:32:00
11f207c2-0113-47e5-aa9a-df2c7b91ac75,Johnnie Root,2,Google,17,09bb0893-a05b-49bc-95ec-1e158577bf13,photo,healthy eating,adore,positive,72.0,2020-08-11,06:10:00
11f207c2-0113-47e5-aa9a-df2c7b91ac75,Johnnie Root,2,Google,17,09bb0893-a05b-49bc-95ec-1e158577bf13,photo,healthy eating,adore,positive,72.0,2021-04-08,21:43:00
11f207c2-0113-47e5-aa9a-df2c7b91ac75,Johnnie Root,2,Google,17,09bb0893-a05b-49bc-95ec-1e158577bf13,photo,healthy eating,adore,positive,72.0,2020-06-25,04:08:00
11f207c2-0113-47e5-aa9a-df2c7b91ac75,Johnnie Root,2,Google,17,3af75639-bdaf-4461-b630-d212e7fb4f30,audio,education,disgust,negative,0.0,2021-06-14,13:40:00
11f207c2-0113-47e5-aa9a-df2c7b91ac75,Johnnie Root,2,Google,17,3af75639-bdaf-4461-b630-d212e7fb4f30,audio,education,dislike,negative,10.0,2021-01-31,04:23:00
11f207c2-0113-47e5-aa9a-df2c7b91ac75,Johnnie Root,2,Google,17,3af75639-bdaf-4461-b630-d212e7fb4f30,audio,education,scared,negative,15.0,2021-04-25,10:28:00
11f207c2-0113-47e5-aa9a-df2c7b91ac75,Johnnie Root,2,Google,17,3af75639-bdaf-4461-b630-d212e7fb4f30,audio,education,scared,negative,15.0,2021-01-23,12:11:00
11f207c2-0113-47e5-aa9a-df2c7b91ac75,Johnnie Root,2,Google,17,3af75639-bdaf-4461-b630-d212e7fb4f30,audio,education,scared,negative,15.0,2021-02-21,05:18:00
11f207c2-0113-47e5-aa9a-df2c7b91ac75,Johnnie Root,2,Google,17,3af75639-bdaf-4461-b630-d212e7fb4f30,audio,education,scared,negative,15.0,2021-04-06,00:58:00
11f207c2-0113-47e5-aa9a-df2c7b91ac75,Johnnie Root,2,Google,17,3af75639-bdaf-4461-b630-d212e7fb4f30,audio,education,interested,positive,30.0,2020-09-02,23:35:00
11f207c2-0113-47e5-aa9a-df2c7b91ac75,Johnnie Root,2,Google,17,3af75639-bdaf-4461-b630-d212e7fb4f30,audio,education,interested,positive,30.0,2020-07-07,01:03:00
11f207c2-0113-47e5-aa9a-df2c7b91ac75,Johnnie Root,2,Google,17,3af75639-bdaf-4461-b630-d212e7fb4f30,audio,education,peeking,neutral,35.0,2020-11-23,01:10:00
11f207c2-0113-47e5-aa9a-df2c7b91ac75,Johnnie Root,2,Google,17,3af75639-bdaf-4461-b630-d212e7fb4f30,audio,education,peeking,neutral,35.0,2021-02-19,07:15:00
11f207c2-0113-47e5-aa9a-df2c7b91ac75,Johnnie Root,2,Google,17,3af75639-bdaf-4461-b630-d212e7fb4f30,audio,education,peeking,neutral,35.0,2020-11-28,11:10:00
11f207c2-0113-47e5-aa9a-df2c7b91ac75,Johnnie Root,2,Google,17,3af75639-bdaf-4461-b630-d212e7fb4f30,audio,education,cherish,positive,70.0,2020-07-30,20:06:00
11f207c2-0113-47e5-aa9a-df2c7b91ac75,Johnnie Root,2,Google,17,3af75639-bdaf-4461-b630-d212e7fb4f30,audio,education,hate,negative,5.0,2020-12-02,07:09:00
11f207c2-0113-47e5-aa9a-df2c7b91ac75,Johnnie Root,2,Google,17,3af75639-bdaf-4461-b630-d212e7fb4f30,audio,education,hate,negative,5.0,2020-09-02,13:23:00
11f207c2-0113-47e5-aa9a-df2c7b91ac75,Johnnie Root,2,Google,17,3af75639-bdaf-4461-b630-d212e7fb4f30,audio,education,hate,negative,5.0,2020-08-28,10:07:00
11f207c2-0113-47e5-aa9a-df2c7b91ac75,Johnnie Root,2,Google,17,3af75639-bdaf-4461-b630-d212e7fb4f30,audio,education,hate,negative,5.0,2021-01-04,20:14:00
11f207c2-0113-47e5-aa9a-df2c7b91ac75,Johnnie Root,2,Google,17,3af75639-bdaf-4461-b630-d212e7fb4f30,audio,education,love,positive,65.0,2021-05-29,13:17:00
11f207c2-0113-47e5-aa9a-df2c7b91ac75,Johnnie Root,2,Google,17,3af75639-bdaf-4461-b630-d212e7fb4f30,audio,education,love,positive,65.0,2021-02-28,11:07:00
11f207c2-0113-47e5-aa9a-df2c7b91ac75,Johnnie Root,2,Google,17,3af75639-bdaf-4461-b630-d212e7fb4f30,audio,education,love,positive,65.0,2020-12-31,00:59:00
11f207c2-0113-47e5-aa9a-df2c7b91ac75,Johnnie Root,2,Google,17,3af75639-bdaf-4461-b630-d212e7fb4f30,audio,education,love,positive,65.0,2020-10-05,13:28:00
11f207c2-0113-47e5-aa9a-df2c7b91ac75,Johnnie Root,2,Google,17,3af75639-bdaf-4461-b630-d212e7fb4f30,audio,education,love,positive,65.0,2021-06-14,13:10:00
11f207c2-0113-47e5-aa9a-df2c7b91ac75,Johnnie Root,2,Google,17,3af75639-bdaf-4461-b630-d212e7fb4f30,audio,education,love,positive,65.0,2021-03-04,11:36:00
11f207c2-0113-47e5-aa9a-df2c7b91ac75,Johnnie Root,2,Google,17,3af75639-bdaf-4461-b630-d212e7fb4f30,audio,education,indifferent,neutral,20.0,2021-05-31,05:39:00
11f207c2-0113-47e5-aa9a-df2c7b91ac75,Johnnie Root,2,Google,17,3af75639-bdaf-4461-b630-d212e7fb4f30,audio,education,super love,positive,75.0,2021-03-12,18:26:00
11f207c2-0113-47e5-aa9a-df2c7b91ac75,Johnnie Root,2,Google,17,3af75639-bdaf-4461-b630-d212e7fb4f30,audio,education,intrigued,positive,45.0,2020-08-17,23:09:00
11f207c2-0113-47e5-aa9a-df2c7b91ac75,Johnnie Root,2,Google,17,3af75639-bdaf-4461-b630-d212e7fb4f30,audio,education,intrigued,positive,45.0,2020-11-21,07:09:00
11f207c2-0113-47e5-aa9a-df2c7b91ac75,Johnnie Root,2,Google,17,3af75639-bdaf-4461-b630-d212e7fb4f30,audio,education,intrigued,positive,45.0,2020-12-24,21:03:00
11f207c2-0113-47e5-aa9a-df2c7b91ac75,Johnnie Root,2,Google,17,3af75639-bdaf-4461-b630-d212e7fb4f30,audio,education,worried,negative,12.0,2021-03-05,12:01:00
11f207c2-0113-47e5-aa9a-df2c7b91ac75,Johnnie Root,2,Google,17,3af75639-bdaf-4461-b630-d212e7fb4f30,audio,education,worried,negative,12.0,2020-07-28,08:00:00
11f207c2-0113-47e5-aa9a-df2c7b91ac75,Johnnie Root,2,Google,17,3af75639-bdaf-4461-b630-d212e7fb4f30,audio,education,like,positive,50.0,2021-03-19,08:00:00
11f207c2-0113-47e5-aa9a-df2c7b91ac75,Johnnie Root,2,Google,17,3af75639-bdaf-4461-b630-d212e7fb4f30,audio,education,like,positive,50.0,2021-02-26,03:22:00
11f207c2-0113-47e5-aa9a-df2c7b91ac75,Johnnie Root,2,Google,17,3af75639-bdaf-4461-b630-d212e7fb4f30,audio,education,want,positive,70.0,2020-10-25,22:15:00
11f207c2-0113-47e5-aa9a-df2c7b91ac75,Johnnie Root,2,Google,17,3af75639-bdaf-4461-b630-d212e7fb4f30,audio,education,want,positive,70.0,2020-10-17,05:35:00
11f207c2-0113-47e5-aa9a-df2c7b91ac75,Johnnie Root,2,Google,17,3af75639-bdaf-4461-b630-d212e7fb4f30,audio,education,adore,positive,72.0,2020-07-23,13:25:00
56b8948a-68bd-425f-b842-eabe6bcfacca,Wanda Perry,44,HTC,47,429632b9-88c0-4163-a7ed-4272a04f7838,audio,Animals,disgust,negative,0.0,2021-03-11,18:34:00
56b8948a-68bd-425f-b842-eabe6bcfacca,Wanda Perry,44,HTC,47,429632b9-88c0-4163-a7ed-4272a04f7838,audio,Animals,disgust,negative,0.0,2021-01-27,05:17:00
56b8948a-68bd-425f-b842-eabe6bcfacca,Wanda Perry,44,HTC,47,429632b9-88c0-4163-a7ed-4272a04f7838,audio,Animals,scared,negative,15.0,2020-10-14,16:39:00
56b8948a-68bd-425f-b842-eabe6bcfacca,Wanda Perry,44,HTC,47,429632b9-88c0-4163-a7ed-4272a04f7838,audio,Animals,interested,positive,30.0,2021-01-06,20:53:00
56b8948a-68bd-425f-b842-eabe6bcfacca,Wanda Perry,44,HTC,47,429632b9-88c0-4163-a7ed-4272a04f7838,audio,Animals,interested,positive,30.0,2020-07-27,13:30:00
56b8948a-68bd-425f-b842-eabe6bcfacca,Wanda Perry,44,HTC,47,429632b9-88c0-4163-a7ed-4272a04f7838,audio,Animals,interested,positive,30.0,2021-01-01,17:50:00
56b8948a-68bd-425f-b842-eabe6bcfacca,Wanda Perry,44,HTC,47,429632b9-88c0-4163-a7ed-4272a04f7838,audio,Animals,interested,positive,30.0,2020-11-14,08:30:00
56b8948a-68bd-425f-b842-eabe6bcfacca,Wanda Perry,44,HTC,47,429632b9-88c0-4163-a7ed-4272a04f7838,audio,Animals,peeking,neutral,35.0,2020-10-29,16:15:00
56b8948a-68bd-425f-b842-eabe6bcfacca,Wanda Perry,44,HTC,47,429632b9-88c0-4163-a7ed-4272a04f7838,audio,Animals,peeking,neutral,35.0,2021-01-12,18:37:00
56b8948a-68bd-425f-b842-eabe6bcfacca,Wanda Perry,44,HTC,47,429632b9-88c0-4163-a7ed-4272a04f7838,audio,Animals,hate,negative,5.0,2020-08-15,14:52:00
56b8948a-68bd-425f-b842-eabe6bcfacca,Wanda Perry,44,HTC,47,429632b9-88c0-4163-a7ed-4272a04f7838,audio,Animals,hate,negative,5.0,2021-01-06,16:37:00
56b8948a-68bd-425f-b842-eabe6bcfacca,Wanda Perry,44,HTC,47,429632b9-88c0-4163-a7ed-4272a04f7838,audio,Animals,love,positive,65.0,2020-12-28,09:05:00
56b8948a-68bd-425f-b842-eabe6bcfacca,Wanda Perry,44,HTC,47,429632b9-88c0-4163-a7ed-4272a04f7838,audio,Animals,love,positive,65.0,2021-01-21,11:56:00
56b8948a-68bd-425f-b842-eabe6bcfacca,Wanda Perry,44,HTC,47,429632b9-88c0-4163-a7ed-4272a04f7838,audio,Animals,love,positive,65.0,2021-01-19,02:47:00
56b8948a-68bd-425f-b842-eabe6bcfacca,Wanda Perry,44,HTC,47,429632b9-88c0-4163-a7ed-4272a04f7838,audio,Animals,indifferent,neutral,20.0,2020-10-05,09:03:00
56b8948a-68bd-425f-b842-eabe6bcfacca,Wanda Perry,44,HTC,47,429632b9-88c0-4163-a7ed-4272a04f7838,audio,Animals,super love,positive,75.0,2020-11-20,05:29:00
56b8948a-68bd-425f-b842-eabe6bcfacca,Wanda Perry,44,HTC,47,429632b9-88c0-4163-a7ed-4272a04f7838,audio,Animals,super love,positive,75.0,2020-11-18,18:25:00
56b8948a-68bd-425f-b842-eabe6bcfacca,Wanda Perry,44,HTC,47,429632b9-88c0-4163-a7ed-4272a04f7838,audio,Animals,intrigued,positive,45.0,2021-01-17,03:44:00
56b8948a-68bd-425f-b842-eabe6bcfacca,Wanda Perry,44,HTC,47,429632b9-88c0-4163-a7ed-4272a04f7838,audio,Animals,worried,negative,12.0,2020-11-08,02:26:00
56b8948a-68bd-425f-b842-eabe6bcfacca,Wanda Perry,44,HTC,47,429632b9-88c0-4163-a7ed-4272a04f7838,audio,Animals,worried,negative,12.0,2020-07-26,11:03:00
56b8948a-68bd-425f-b842-eabe6bcfacca,Wanda Perry,44,HTC,47,429632b9-88c0-4163-a7ed-4272a04f7838,audio,Animals,like,positive,50.0,2020-07-10,16:42:00
56b8948a-68bd-425f-b842-eabe6bcfacca,Wanda Perry,44,HTC,47,429632b9-88c0-4163-a7ed-4272a04f7838,audio,Animals,heart,positive,60.0,2020-09-17,06:59:00
56b8948a-68bd-425f-b842-eabe6bcfacca,Wanda Perry,44,HTC,47,429632b9-88c0-4163-a7ed-4272a04f7838,audio,Animals,heart,positive,60.0,2021-04-15,01:48:00
56b8948a-68bd-425f-b842-eabe6bcfacca,Wanda Perry,44,HTC,47,429632b9-88c0-4163-a7ed-4272a04f7838,audio,Animals,heart,positive,60.0,2021-02-07,03:31:00
56b8948a-68bd-425f-b842-eabe6bcfacca,Wanda Perry,44,HTC,47,429632b9-88c0-4163-a7ed-4272a04f7838,audio,Animals,want,positive,70.0,2021-05-31,19:55:00
56b8948a-68bd-425f-b842-eabe6bcfacca,Wanda Perry,44,HTC,47,429632b9-88c0-4163-a7ed-4272a04f7838,audio,Animals,adore,positive,72.0,2020-09-16,12:31:00
56b8948a-68bd-425f-b842-eabe6bcfacca,Wanda Perry,44,HTC,47,429632b9-88c0-4163-a7ed-4272a04f7838,audio,Animals,adore,positive,72.0,2021-05-10,19:01:00
56b8948a-68bd-425f-b842-eabe6bcfacca,Wanda Perry,44,HTC,47,8ec8db61-8bea-440b-88ee-f1f593eb4a7f,photo,education,disgust,negative,0.0,2020-12-02,08:31:00
56b8948a-68bd-425f-b842-eabe6bcfacca,Wanda Perry,44,HTC,47,8ec8db61-8bea-440b-88ee-f1f593eb4a7f,photo,education,scared,negative,15.0,2020-09-08,19:01:00
56b8948a-68bd-425f-b842-eabe6bcfacca,Wanda Perry,44,HTC,47,8ec8db61-8bea-440b-88ee-f1f593eb4a7f,photo,education,scared,negative,15.0,2021-03-28,22:45:00
56b8948a-68bd-425f-b842-eabe6bcfacca,Wanda Perry,44,HTC,47,8ec8db61-8bea-440b-88ee-f1f593eb4a7f,photo,education,interested,positive,30.0,2020-10-11,21:43:00
56b8948a-68bd-425f-b842-eabe6bcfacca,Wanda Perry,44,HTC,47,8ec8db61-8bea-440b-88ee-f1f593eb4a7f,photo,education,interested,positive,30.0,2020-11-06,12:48:00
56b8948a-68bd-425f-b842-eabe6bcfacca,Wanda Perry,44,HTC,47,8ec8db61-8bea-440b-88ee-f1f593eb4a7f,photo,education,peeking,neutral,35.0,2020-08-04,01:49:00
56b8948a-68bd-425f-b842-eabe6bcfacca,Wanda Perry,44,HTC,47,8ec8db61-8bea-440b-88ee-f1f593eb4a7f,photo,education,peeking,neutral,35.0,2021-03-24,09:22:00
56b8948a-68bd-425f-b842-eabe6bcfacca,Wanda Perry,44,HTC,47,8ec8db61-8bea-440b-88ee-f1f593eb4a7f,photo,education,peeking,neutral,35.0,2020-12-15,01:47:00
56b8948a-68bd-425f-b842-eabe6bcfacca,Wanda Perry,44,HTC,47,8ec8db61-8bea-440b-88ee-f1f593eb4a7f,photo,education,peeking,neutral,35.0,2020-07-29,09:49:00
56b8948a-68bd-425f-b842-eabe6bcfacca,Wanda Perry,44,HTC,47,8ec8db61-8bea-440b-88ee-f1f593eb4a7f,photo,education,hate,negative,5.0,2020-09-20,23:46:00
56b8948a-68bd-425f-b842-eabe6bcfacca,Wanda Perry,44,HTC,47,8ec8db61-8bea-440b-88ee-f1f593eb4a7f,photo,education,hate,negative,5.0,2020-08-27,22:28:00
56b8948a-68bd-425f-b842-eabe6bcfacca,Wanda Perry,44,HTC,47,8ec8db61-8bea-440b-88ee-f1f593eb4a7f,photo,education,love,positive,65.0,2021-04-13,02:45:00
56b8948a-68bd-425f-b842-eabe6bcfacca,Wanda Perry,44,HTC,47,8ec8db61-8bea-440b-88ee-f1f593eb4a7f,photo,education,love,positive,65.0,2021-02-06,01:11:00
56b8948a-68bd-425f-b842-eabe6bcfacca,Wanda Perry,44,HTC,47,8ec8db61-8bea-440b-88ee-f1f593eb4a7f,photo,education,indifferent,neutral,20.0,2020-07-24,00:55:00
56b8948a-68bd-425f-b842-eabe6bcfacca,Wanda Perry,44,HTC,47,8ec8db61-8bea-440b-88ee-f1f593eb4a7f,photo,education,indifferent,neutral,20.0,2020-10-06,01:14:00
56b8948a-68bd-425f-b842-eabe6bcfacca,Wanda Perry,44,HTC,47,8ec8db61-8bea-440b-88ee-f1f593eb4a7f,photo,education,super love,positive,75.0,2021-01-27,18:27:00
56b8948a-68bd-425f-b842-eabe6bcfacca,Wanda Perry,44,HTC,47,8ec8db61-8bea-440b-88ee-f1f593eb4a7f,photo,education,intrigued,positive,45.0,2020-07-26,04:49:00
56b8948a-68bd-425f-b842-eabe6bcfacca,Wanda Perry,44,HTC,47,8ec8db61-8bea-440b-88ee-f1f593eb4a7f,photo,education,worried,negative,12.0,2020-11-01,00:05:00
56b8948a-68bd-425f-b842-eabe6bcfacca,Wanda Perry,44,HTC,47,8ec8db61-8bea-440b-88ee-f1f593eb4a7f,photo,education,like,positive,50.0,2020-11-09,21:07:00
56b8948a-68bd-425f-b842-eabe6bcfacca,Wanda Perry,44,HTC,47,8ec8db61-8bea-440b-88ee-f1f593eb4a7f,photo,education,want,positive,70.0,2020-08-31,13:12:00
56b8948a-68bd-425f-b842-eabe6bcfacca,Wanda Perry,44,HTC,47,8ec8db61-8bea-440b-88ee-f1f593eb4a7f,photo,education,want,positive,70.0,2020-07-09,15:00:00
56b8948a-68bd-425f-b842-eabe6bcfacca,Wanda Perry,44,HTC,47,8ec8db61-8bea-440b-88ee-f1f593eb4a7f,photo,education,want,positive,70.0,2020-12-12,10:34:00
56b8948a-68bd-425f-b842-eabe6bcfacca,Wanda Perry,44,HTC,47,8ec8db61-8bea-440b-88ee-f1f593eb4a7f,photo,education,adore,positive,72.0,2021-01-21,23:53:00
8f3d5674-544d-4f70-b4c1-7b9d93371855,John Rancourt,5,Google,96,12b89b4e-6770-489a-b7c3-812de3d61f20,photo,education,dislike,negative,10.0,2020-08-17,15:44:00
8f3d5674-544d-4f70-b4c1-7b9d93371855,John Rancourt,5,Google,96,12b89b4e-6770-489a-b7c3-812de3d61f20,photo,education,cherish,positive,70.0,2020-12-13,23:59:00
d27670c9-f85e-43e0-80a7-122cba908f10,Douglas Jones,44,Huawei,20,e5f1a4c6-2b27-4c8b-ac9a-21bb6ef7c946,audio,soccer,want,positive,70.0,2021-02-12,11:54:00
18c56602-937e-4ff3-bc6c-43f0b14212ca,Boyd Prince,26,Motorola,65,07f88a73-aef2-45fd-8b5d-418e448b853d,GIF,Animals,scared,negative,15.0,2021-05-24,20:32:00
18c56602-937e-4ff3-bc6c-43f0b14212ca,Boyd Prince,26,Motorola,65,07f88a73-aef2-45fd-8b5d-418e448b853d,GIF,Animals,cherish,positive,70.0,2021-03-12,16:22:00
18c56602-937e-4ff3-bc6c-43f0b14212ca,Boyd Prince,26,Motorola,65,07f88a73-aef2-45fd-8b5d-418e448b853d,GIF,Animals,cherish,positive,70.0,2021-03-02,14:45:00
18c56602-937e-4ff3-bc6c-43f0b14212ca,Boyd Prince,26,Motorola,65,07f88a73-aef2-45fd-8b5d-418e448b853d,GIF,Animals,hate,negative,5.0,2020-12-27,03:37:00
